hardware_keywords,software_keywords,urgency_score,log_lines_attached,reporter_seniority,hour_of_day,category
10,0,3.9,54,3,14,Hardware
4,2,3.2,74,4,13,Firmware
4,1,3.1,52,1,9,Hardware
2,6,7.9,96,4,13,Security
5,0,3.4,36,3,3,Hardware
5,6,4.6,70,5,21,Firmware
1,11,1.9,45,3,11,Software
1,1,1.0,18,5,15,Documentation
2,4,4.2,70,2,2,Firmware
0,6,1.5,170,5,17,Software
0,11,3.6,12,5,21,Software
7,4,5.3,87,3,8,Firmware
3,4,7.4,59,2,2,Security
3,0,5.9,47,5,16,Performance
7,2,3.5,46,4,20,Firmware
0,1,1.6,23,2,0,Documentation
5,4,5.0,57,2,10,Firmware
2,4,3.8,46,3,5,Firmware
0,2,1.0,34,5,18,Documentation
6,0,4.3,47,3,13,Hardware
1,5,5.0,65,2,23,Software
0,12,2.8,96,4,6,Software
0,1,3.0,105,2,11,Performance
2,2,1.0,39,3,4,Documentation
3,1,4.6,30,5,6,Firmware
0,0,2.6,39,1,20,Firmware
0,7,2.4,14,5,8,Software
1,1,3.2,64,5,15,Firmware
3,0,5.5,133,4,9,Performance
5,2,2.4,74,2,2,Firmware
2,3,5.4,32,1,9,Performance
1,1,1.7,8,5,6,Documentation
5,3,1.1,43,3,4,Firmware
0,4,8.4,94,5,13,Security
0,8,4.3,88,4,12,Software
0,9,1.0,160,4,19,Software
3,4,6.3,121,4,9,Performance
5,0,2.3,33,2,6,Hardware
0,6,3.4,7,5,19,Software
1,7,7.0,42,1,9,Security
5,4,3.3,45,5,4,Firmware
7,1,3.7,75,4,21,Hardware
1,3,1.0,19,3,23,Documentation
8,0,2.7,70,1,6,Hardware
7,1,1.0,27,3,14,Hardware
7,5,4.2,33,2,17,Firmware
3,1,7.8,146,3,3,Performance
1,8,1.9,96,4,8,Software
0,10,3.2,47,1,8,Software
3,1,8.9,31,1,23,Security
1,12,1.8,77,5,18,Software
8,1,3.3,67,3,3,Hardware
2,3,7.6,81,5,1,Security
3,6,4.5,94,2,10,Performance
4,1,2.5,64,5,2,Hardware
4,2,4.1,31,1,0,Firmware
1,1,1.0,41,1,20,Documentation
0,2,1.3,41,2,3,Documentation
6,6,4.7,68,3,14,Firmware
2,8,1.8,78,3,23,Software
0,7,4.4,201,3,12,Performance
1,2,1.2,27,1,19,Documentation
0,10,3.5,47,2,22,Software
1,2,6.5,16,3,8,Security
2,10,2.7,92,1,23,Software
0,2,1.0,52,4,19,Documentation
5,0,6.1,121,1,18,Performance
0,5,8.6,69,3,8,Security
6,1,4.0,94,2,2,Firmware
10,1,2.3,65,3,13,Hardware
6,3,2.9,58,3,1,Firmware
2,1,5.2,66,5,0,Performance
3,0,6.2,139,5,23,Performance
0,5,2.6,51,5,23,Software
2,2,10.0,127,5,14,Performance
0,1,7.2,68,5,20,Security
2,9,2.3,69,5,0,Software
2,3,8.0,90,2,14,Security
7,0,4.4,26,1,6,Hardware
0,9,4.1,97,1,5,Software
5,3,3.8,41,4,16,Firmware
0,9,3.0,46,2,0,Software
1,7,3.1,117,4,15,Software
7,1,4.4,77,5,21,Hardware
0,12,3.7,71,1,16,Software
6,0,3.3,69,3,5,Hardware
9,0,2.7,51,4,19,Hardware
9,1,3.6,65,4,1,Hardware
3,3,4.9,14,2,16,Firmware
0,1,9.4,38,2,3,Performance
6,0,3.3,86,3,9,Hardware
0,2,1.0,50,5,2,Documentation
2,9,2.5,104,4,14,Software
4,1,4.5,73,2,20,Firmware
0,4,6.8,133,5,15,Performance
1,2,4.4,121,5,11,Performance
1,4,2.0,114,3,6,Software
0,7,3.4,86,2,17,Software
1,8,3.5,76,2,15,Software
10,0,4.2,60,3,8,Firmware
0,9,4.8,93,5,10,Software
2,6,8.0,16,3,10,Security
0,3,5.2,72,1,17,Performance
0,1,5.4,48,3,2,Firmware
2,5,3.6,41,2,9,Firmware
4,4,3.5,144,3,12,Performance
1,1,1.7,51,3,2,Documentation
5,2,2.0,70,1,10,Firmware
3,0,4.3,73,2,19,Performance
6,3,5.8,73,5,2,Firmware
2,3,10.0,50,2,9,Performance
7,5,4.4,59,4,17,Firmware
1,4,7.4,94,5,0,Security
1,9,2.0,79,1,12,Software
6,5,3.7,65,5,20,Firmware
7,1,3.9,28,1,22,Hardware
2,4,7.8,72,3,17,Security
1,2,7.6,73,5,6,Security
4,3,5.6,36,3,19,Performance
2,8,8.4,75,1,15,Security
1,8,1.0,61,4,2,Software
2,2,1.0,19,2,14,Documentation
0,10,3.1,86,5,15,Software
3,2,7.4,151,1,22,Performance
0,1,1.5,20,5,23,Documentation
0,10,3.1,104,3,2,Software
1,5,8.7,80,1,20,Security
0,10,3.6,116,2,3,Software
6,7,3.6,70,2,19,Firmware
8,0,2.0,35,2,3,Hardware
1,9,2.9,76,5,9,Software
4,1,3.4,61,5,5,Hardware
2,3,1.4,18,5,14,Documentation
4,3,2.5,58,4,18,Firmware
2,11,3.7,68,5,0,Software
8,1,2.5,25,5,15,Hardware
6,5,3.6,43,4,8,Firmware
5,2,4.7,81,2,1,Firmware
0,8,3.1,106,5,3,Software
4,2,2.8,8,2,13,Hardware
1,4,4.9,95,4,16,Performance
0,1,2.2,9,1,12,Documentation
2,4,6.5,116,4,0,Performance
2,3,1.1,22,4,1,Documentation
10,2,4.3,77,4,16,Hardware
0,8,8.1,71,3,14,Security
3,5,4.2,56,3,15,Firmware
1,8,1.5,97,3,7,Software
1,7,4.0,122,1,1,Software
1,9,5.0,57,1,11,Software
2,6,2.3,65,5,5,Software
2,3,6.7,36,3,13,Security
2,9,2.1,89,4,15,Software
2,1,4.6,142,1,11,Performance
3,0,7.6,26,2,4,Performance
7,1,3.3,62,2,22,Firmware
0,9,4.6,75,2,15,Software
0,10,2.7,106,5,9,Software
1,4,5.0,49,1,9,Performance
2,7,2.2,72,2,23,Software
7,3,2.6,54,1,10,Firmware
3,5,5.2,125,5,12,Performance
0,7,5.0,89,5,7,Software
1,4,6.7,85,2,11,Security
9,0,3.5,11,3,3,Hardware
0,6,3.1,96,2,17,Software
4,6,5.9,77,5,13,Firmware
5,2,5.1,50,3,23,Firmware
0,11,3.9,48,1,14,Software
1,9,3.0,80,2,8,Software
0,6,3.6,55,4,3,Software
1,4,7.2,81,4,21,Performance
2,3,7.3,79,3,6,Security
0,10,2.6,96,4,10,Software
1,9,2.1,59,3,22,Software
5,1,3.3,48,2,14,Hardware
4,6,3.2,79,2,0,Firmware
1,8,3.5,84,1,16,Software
2,6,3.4,52,1,19,Firmware
7,1,3.8,24,1,10,Hardware
1,3,8.6,58,4,5,Security
2,7,9.3,33,1,7,Security
9,0,4.4,40,5,14,Hardware
1,2,1.5,37,5,5,Documentation
3,2,7.8,81,2,11,Security
1,2,1.0,8,5,23,Documentation
2,7,2.8,31,5,5,Firmware
1,5,4.4,117,2,21,Software
5,4,3.4,27,1,14,Firmware
1,11,2.6,77,4,15,Software
2,5,5.7,49,4,19,Software
6,2,1.7,21,3,19,Hardware
0,12,4.2,98,4,21,Software
1,11,3.4,52,4,15,Software
2,5,3.7,73,4,7,Firmware
0,6,2.6,117,3,21,Software
0,6,9.3,59,5,8,Security
5,4,5.2,64,5,21,Firmware
0,7,3.1,68,2,10,Software
0,7,2.6,71,2,5,Software
8,0,2.2,47,5,6,Hardware
6,1,3.5,15,3,13,Hardware
13,1,2.8,32,1,15,Hardware
0,7,4.1,88,2,3,Firmware
0,11,3.2,45,4,19,Software
0,10,2.3,71,5,20,Software
11,0,1.4,62,5,10,Hardware
4,3,3.0,108,5,18,Firmware
2,9,2.5,79,3,3,Software
5,1,1.8,37,3,12,Hardware
5,1,3.0,65,3,0,Hardware
1,1,9.9,70,5,4,Security
5,1,2.8,31,3,16,Hardware
2,5,8.6,37,4,16,Security
0,7,3.7,94,2,5,Software
1,2,4.5,52,4,1,Firmware
6,3,4.5,15,5,4,Firmware
0,2,2.1,65,1,6,Documentation
1,0,1.0,51,5,17,Documentation
0,11,4.5,93,3,13,Software
0,0,6.9,143,1,17,Performance
4,0,2.7,46,3,13,Hardware
0,2,1.0,12,5,10,Documentation
0,2,1.2,22,2,15,Documentation
4,1,3.3,51,2,9,Firmware
4,6,5.3,90,2,20,Performance
1,1,7.0,60,2,4,Security
3,3,6.9,135,2,13,Performance
2,7,5.4,51,4,15,Software
1,13,3.6,73,3,1,Software
1,3,3.7,55,4,21,Firmware
1,1,1.1,19,4,5,Documentation
9,2,1.4,33,4,0,Hardware
2,6,8.4,128,5,3,Security
5,3,7.5,61,4,19,Performance
7,4,3.3,73,5,16,Firmware
3,1,3.7,43,3,12,Firmware
3,6,3.4,70,3,23,Firmware
1,9,3.0,125,3,22,Software
0,9,3.1,101,1,10,Software
1,2,1.7,15,3,12,Documentation
9,0,3.1,11,2,15,Hardware
4,0,3.3,23,2,13,Hardware
2,2,1.0,27,2,16,Documentation
3,5,5.8,77,2,1,Firmware
4,1,3.5,52,4,1,Firmware
1,1,1.0,2,4,9,Documentation
1,4,4.0,106,1,5,Performance
1,11,2.8,144,1,18,Software
0,1,2.2,26,3,18,Documentation
2,4,7.2,75,2,21,Security
0,8,3.4,89,3,19,Software
0,0,8.0,123,5,0,Performance
0,5,4.0,109,1,8,Software
0,9,3.9,79,2,9,Software
3,2,6.2,131,4,3,Performance
2,2,1.0,35,5,18,Documentation
1,3,6.8,76,3,19,Performance
5,1,2.0,24,3,11,Hardware
1,3,2.5,46,4,20,Firmware
2,4,2.9,126,2,16,Software
2,11,1.7,117,2,9,Software
2,3,4.5,37,2,20,Firmware
0,1,1.6,9,2,9,Documentation
3,0,6.0,57,3,3,Performance
1,6,3.6,152,1,4,Software
10,0,2.8,30,2,6,Hardware
0,2,4.3,60,5,0,Firmware
6,0,2.5,43,5,22,Hardware
2,5,9.0,95,2,14,Security
4,5,4.3,80,1,22,Firmware
6,3,4.3,55,3,21,Firmware
0,11,3.6,132,4,5,Software
9,0,2.2,44,5,18,Hardware
0,3,1.0,35,4,17,Documentation
3,2,6.9,96,3,19,Performance
2,9,3.4,15,1,12,Software
0,1,1.0,49,2,23,Documentation
7,0,4.2,27,2,23,Hardware
4,3,4.1,102,5,3,Firmware
7,2,3.7,48,1,10,Hardware
0,0,1.0,8,2,6,Documentation
0,1,1.1,16,4,9,Documentation
2,6,4.9,64,5,12,Firmware
3,3,4.8,124,4,12,Performance
2,3,4.4,73,3,2,Performance
2,3,5.4,118,3,16,Performance
1,6,6.4,27,1,2,Security
3,5,6.0,105,1,13,Performance
0,6,3.7,84,4,15,Software
2,5,3.5,100,3,12,Software
1,8,3.3,101,3,17,Software
0,7,2.7,101,1,19,Software
4,2,3.2,83,2,5,Firmware
6,2,2.5,67,3,2,Hardware
1,4,3.6,64,1,16,Firmware
0,0,1.0,16,4,2,Documentation
0,2,1.0,41,5,3,Documentation
1,7,8.2,72,4,3,Security
4,8,3.9,69,2,2,Performance
9,2,3.4,8,2,5,Hardware
1,3,5.4,23,4,4,Performance
0,8,3.9,60,4,6,Software
8,0,4.7,74,4,2,Hardware
0,8,3.1,103,4,13,Software
8,0,3.4,54,1,23,Hardware
4,0,5.6,99,1,19,Performance
3,4,2.8,70,3,6,Firmware
4,3,4.6,24,4,1,Firmware
8,0,3.4,40,2,9,Hardware
3,2,3.5,105,3,10,Performance
8,0,3.5,62,3,0,Hardware
2,3,4.9,89,4,0,Firmware
2,8,1.9,62,5,20,Software
0,11,1.7,75,3,5,Software
9,0,2.6,61,2,15,Hardware
1,11,3.3,56,5,10,Software
0,2,1.4,22,5,15,Documentation
2,6,4.8,116,2,5,Performance
1,0,7.5,128,5,17,Performance
1,7,3.6,69,1,21,Software
9,0,2.4,34,1,8,Hardware
4,5,5.6,83,3,8,Performance
1,8,2.2,19,5,14,Software
2,6,5.5,106,3,2,Performance
3,2,6.1,134,3,19,Performance
9,0,2.2,30,2,4,Hardware
1,4,4.7,89,1,15,Performance
2,1,3.5,121,1,2,Performance
0,0,1.0,35,2,6,Documentation
0,10,3.2,64,1,8,Software
0,8,2.1,101,2,11,Software
2,6,4.0,56,3,0,Firmware
1,11,3.5,75,4,12,Software
8,3,5.9,96,3,11,Performance
1,10,3.4,88,4,7,Software
7,4,5.9,43,5,17,Firmware
2,2,8.9,68,2,3,Security
3,5,9.7,98,4,19,Security
0,0,1.0,27,2,20,Documentation
0,3,1.0,7,5,23,Documentation
4,1,5.7,85,3,17,Firmware
7,0,2.6,55,1,15,Hardware
5,1,4.7,93,4,12,Performance
2,0,7.4,69,1,17,Performance
7,2,2.8,67,5,13,Hardware
3,0,1.5,11,5,4,Hardware
1,1,1.0,26,3,14,Documentation
8,0,2.7,48,2,15,Hardware
2,1,2.8,27,1,11,Hardware
2,0,3.5,75,3,12,Hardware
2,7,1.5,25,1,3,Software
1,4,6.7,128,4,8,Security
2,0,4.3,61,1,11,Firmware
2,2,8.6,99,3,13,Security
0,7,3.8,82,5,17,Software
5,8,3.2,86,4,6,Firmware
4,0,2.7,65,2,9,Hardware
7,2,3.6,58,3,16,Hardware
2,8,3.7,74,3,18,Software
8,1,3.3,19,4,19,Hardware
2,4,9.0,109,2,16,Security
2,1,5.7,89,4,20,Performance
0,2,1.1,30,4,14,Documentation
0,7,5.8,125,2,19,Software
2,1,1.2,56,2,6,Documentation
1,6,3.0,76,1,8,Software
0,11,2.2,71,1,12,Software
1,10,1.7,79,4,21,Software
0,9,4.7,59,1,17,Software
1,10,1.9,71,5,22,Software
0,8,3.1,79,2,3,Software
0,3,1.0,52,4,7,Documentation
7,1,1.7,32,4,20,Hardware
1,10,1.9,35,4,15,Software
6,5,3.1,24,5,17,Firmware
3,4,4.9,115,3,11,Performance
1,3,4.4,51,3,7,Firmware
0,1,1.0,18,1,17,Documentation
0,1,3.9,43,2,14,Firmware
0,5,3.2,72,1,12,Software
0,7,1.7,133,4,18,Software
1,3,3.8,50,4,22,Firmware
8,0,2.2,47,4,16,Hardware
8,0,4.0,39,2,21,Hardware
2,10,3.1,144,2,15,Software
4,1,3.5,25,2,13,Hardware
5,3,6.4,38,5,10,Firmware
5,2,1.8,52,3,9,Hardware
1,2,1.3,45,2,19,Documentation
1,4,3.5,68,5,10,Firmware
8,1,1.3,79,2,13,Hardware
6,6,5.7,124,5,14,Performance
1,8,2.1,59,4,19,Software
6,4,3.5,55,2,12,Firmware
0,3,6.3,111,5,23,Performance
1,4,3.9,89,5,19,Software
2,3,5.9,132,2,22,Performance
7,0,2.7,40,5,1,Hardware
3,1,3.3,14,4,0,Hardware
2,4,3.1,42,4,9,Firmware
0,1,1.0,16,4,3,Documentation
0,5,2.9,56,4,4,Firmware
3,2,5.3,69,4,9,Performance
2,4,8.9,62,3,19,Security
10,0,4.3,63,3,3,Hardware
3,3,5.4,151,5,0,Performance
2,7,4.3,75,5,23,Performance
8,0,2.9,57,1,7,Hardware
2,12,1.9,66,2,14,Software
1,8,5.3,141,5,17,Software
0,2,1.0,39,5,2,Documentation
5,3,3.9,38,5,1,Firmware
5,0,2.2,67,1,6,Hardware
0,0,1.1,25,3,23,Documentation
1,4,10.0,88,2,3,Security
1,9,4.1,80,5,2,Software
2,0,6.9,76,2,18,Security
0,8,5.0,73,3,8,Software
9,1,3.4,44,3,20,Hardware
2,1,1.5,15,4,1,Documentation
8,1,3.8,26,3,5,Hardware
1,1,1.0,44,2,4,Documentation
1,11,3.0,87,3,3,Software
0,3,8.1,66,1,16,Security
4,1,3.5,35,4,23,Firmware
1,4,7.4,36,5,23,Performance
1,4,5.8,107,2,11,Performance
8,6,3.5,59,4,15,Firmware
7,0,2.5,24,4,11,Hardware
0,4,5.5,76,5,23,Firmware
11,2,2.8,43,4,6,Hardware
1,13,4.4,103,1,12,Software
1,12,2.9,162,5,8,Software
1,2,7.1,56,3,8,Performance
1,3,6.1,78,1,23,Firmware
0,1,1.0,23,1,9,Documentation
0,1,1.2,47,4,20,Documentation
0,10,2.7,91,5,5,Software
0,8,3.9,47,2,9,Software
0,8,2.3,42,1,5,Software
8,0,3.8,29,1,2,Hardware
2,2,1.0,33,2,22,Documentation
1,5,2.2,68,3,9,Software
1,6,3.5,85,1,23,Software
4,5,3.8,17,5,5,Firmware
9,1,2.3,73,3,9,Hardware
5,2,4.6,14,5,12,Firmware
5,6,5.4,92,2,10,Firmware
1,7,1.9,11,5,5,Software
0,6,3.7,68,2,4,Software
0,9,6.7,134,3,8,Security
8,1,5.5,63,5,2,Hardware
1,2,6.6,36,1,15,Performance
1,1,8.0,1,1,11,Security
1,1,1.5,42,4,14,Documentation
1,2,1.4,3,1,2,Documentation
0,10,1.8,40,2,11,Software
8,0,3.1,55,1,23,Hardware
1,1,1.0,37,5,5,Documentation
1,2,5.0,89,4,0,Performance
7,0,2.8,57,1,15,Hardware
1,4,8.4,88,4,7,Security
0,9,3.5,27,4,1,Software
0,0,4.2,151,2,16,Performance
6,7,7.3,95,4,0,Performance
1,10,3.2,83,1,10,Software
4,5,3.8,83,4,11,Firmware
0,1,1.0,39,2,6,Documentation
3,3,3.9,49,3,21,Firmware
4,0,5.8,82,4,2,Performance
2,8,3.9,90,3,15,Software
1,7,2.5,32,2,21,Software
0,4,1.8,53,5,19,Software
0,8,2.8,107,2,11,Software
0,5,7.1,40,1,16,Security
0,2,1.0,35,2,19,Documentation
5,4,2.7,52,5,13,Firmware
0,2,1.0,36,2,7,Documentation
5,3,5.2,78,2,9,Performance
7,1,1.0,87,1,12,Hardware
1,9,3.7,70,2,2,Software
6,0,1.5,99,5,6,Hardware
7,2,3.5,29,3,19,Firmware
2,7,8.2,58,4,6,Security
3,1,3.8,49,3,22,Firmware
1,6,4.0,94,1,5,Firmware
2,3,9.1,126,5,5,Performance
1,8,2.6,86,4,19,Software
8,0,3.4,23,4,13,Hardware
6,4,2.2,125,5,15,Firmware
1,1,1.3,36,5,21,Documentation
2,7,3.0,72,4,9,Software
5,1,1.6,40,1,8,Hardware
6,1,2.4,34,1,3,Hardware
1,8,2.7,48,3,17,Software
6,0,3.9,43,5,21,Hardware
2,2,5.4,0,5,18,Performance
8,2,2.0,69,1,20,Hardware
1,10,3.8,52,2,18,Software
0,10,3.9,116,4,13,Software
9,1,2.9,57,1,14,Hardware
8,0,4.1,68,2,3,Hardware
10,0,2.3,68,5,8,Hardware
0,9,4.0,79,3,21,Software
8,9,3.6,73,1,7,Firmware
1,1,1.2,48,5,19,Documentation
3,2,9.6,48,1,19,Security
1,2,1.0,45,2,6,Documentation
1,9,4.8,78,3,6,Software
3,3,3.4,63,3,21,Firmware
2,2,1.0,34,3,13,Documentation
5,5,5.1,74,2,9,Firmware
12,1,2.6,32,3,10,Hardware
5,4,5.9,7,5,22,Firmware
0,9,4.0,79,4,16,Software
0,15,2.9,64,1,17,Software
0,3,5.6,166,5,1,Performance
0,8,4.9,65,2,0,Software
3,3,4.1,49,5,2,Firmware
2,10,2.0,131,3,21,Software
5,0,2.2,39,1,18,Hardware
0,10,2.7,115,2,22,Software
0,2,4.5,82,2,11,Performance
4,1,6.0,102,3,18,Performance
1,1,6.9,115,4,20,Performance
1,7,4.0,153,1,10,Performance
0,10,2.9,71,5,14,Software
3,5,3.7,80,4,11,Firmware
0,5,6.8,144,2,23,Performance
1,7,3.6,79,2,5,Software
9,0,1.5,26,2,21,Hardware
4,3,5.0,54,5,19,Firmware
2,7,3.6,84,5,15,Software
3,4,7.4,53,3,22,Security
2,1,1.0,40,4,9,Documentation
7,3,2.9,107,4,15,Firmware
7,0,2.9,16,1,17,Hardware
0,9,3.1,99,1,18,Software
2,2,7.3,49,4,19,Security
10,3,1.2,89,1,16,Hardware
2,10,2.4,82,1,22,Software
2,2,7.5,65,3,17,Security
0,8,4.1,40,4,0,Performance
5,2,1.7,38,5,9,Hardware
3,3,4.0,84,1,0,Firmware
2,10,2.0,106,3,8,Software
0,9,3.0,114,1,1,Software
9,1,3.1,3,2,5,Hardware
5,0,4.4,36,2,6,Hardware
2,1,2.7,97,3,9,Firmware
6,2,3.5,104,5,19,Firmware
7,1,3.0,38,2,12,Firmware
0,10,4.1,49,4,12,Software
1,2,7.9,91,2,10,Security
0,8,3.0,122,2,11,Software
2,2,1.0,30,4,3,Documentation
2,1,1.0,15,5,8,Documentation
5,2,6.1,98,3,2,Performance
1,6,7.9,34,4,1,Security
2,3,5.1,123,5,0,Performance
6,3,2.6,33,2,10,Firmware
2,6,3.4,115,3,2,Software
2,1,1.1,30,2,17,Documentation
0,4,5.5,51,5,10,Performance
4,3,3.7,53,1,8,Firmware
0,10,2.6,80,1,8,Software
0,1,6.7,82,1,21,Security
6,2,2.8,18,2,9,Firmware
2,4,7.7,65,5,9,Security
4,1,4.5,46,2,4,Firmware
2,0,3.8,68,1,20,Firmware
3,0,6.1,111,2,0,Performance
1,3,1.4,3,1,9,Documentation
2,6,2.1,85,2,3,Software
0,3,4.4,77,5,16,Performance
5,2,4.2,27,3,6,Performance
3,4,3.4,54,4,7,Firmware
6,2,6.0,126,1,0,Performance
2,7,3.7,105,4,0,Software
1,2,6.5,87,3,1,Performance
0,1,1.3,29,3,20,Documentation
1,11,1.6,31,4,22,Software
0,12,3.0,103,1,4,Software
2,0,4.1,13,5,17,Firmware
2,3,1.3,37,2,2,Documentation
2,1,7.0,109,3,5,Performance
1,12,4.7,109,2,9,Software
4,4,5.0,76,4,7,Firmware
1,10,3.1,143,3,2,Software
2,7,4.1,89,5,1,Software
0,5,2.9,43,4,6,Firmware
0,0,1.4,32,3,5,Documentation
2,6,8.1,66,1,8,Security
3,3,3.4,69,1,4,Hardware
8,1,1.0,52,2,18,Hardware
1,7,1.0,91,4,23,Software
1,9,3.6,116,5,18,Software
0,4,6.2,89,2,17,Performance
0,7,1.5,64,2,23,Software
1,8,1.5,78,3,4,Software
0,10,2.3,155,3,14,Software
0,8,3.5,31,2,1,Software
6,0,1.2,42,4,16,Hardware
2,5,6.4,54,5,18,Performance
4,4,5.1,0,2,18,Performance
3,2,4.2,59,5,12,Firmware
8,1,2.9,54,5,7,Hardware
0,7,2.7,112,5,0,Software
7,0,1.0,37,1,4,Hardware
0,2,3.8,47,5,19,Firmware
6,0,3.6,56,4,23,Hardware
5,5,3.4,87,3,4,Firmware
8,1,2.8,0,4,23,Hardware
3,3,5.1,80,4,13,Firmware
2,1,6.8,122,4,16,Performance
8,0,2.8,10,1,16,Hardware
10,2,3.1,47,1,12,Hardware
2,0,2.0,52,2,19,Documentation
3,3,6.9,113,5,2,Performance
3,3,5.7,70,3,0,Performance
1,9,2.6,85,1,0,Software
3,3,5.3,109,2,23,Performance
8,0,1.8,5,4,1,Hardware
7,0,3.8,64,1,17,Hardware
1,10,1.6,96,2,9,Software
1,2,1.4,5,1,0,Documentation
0,1,1.0,13,3,21,Documentation
0,2,1.7,31,1,7,Documentation
7,0,3.3,31,2,10,Hardware
1,12,4.4,70,3,2,Software
1,5,3.4,92,5,12,Software
1,8,7.9,92,4,15,Security
1,1,1.9,52,5,3,Documentation
0,7,8.7,71,5,6,Security
1,2,1.0,29,3,9,Documentation
0,10,1.5,78,5,9,Software
2,0,1.8,34,3,18,Documentation
10,3,3.8,45,1,14,Hardware
7,0,1.0,12,1,16,Hardware
1,7,2.2,83,4,21,Software
3,1,5.7,63,5,11,Performance
3,1,9.9,100,5,19,Performance
4,0,3.4,35,4,20,Hardware
1,11,2.3,93,2,23,Software
2,1,4.5,119,2,15,Performance
0,7,2.6,59,3,20,Software
0,6,8.0,36,4,20,Security
0,1,1.2,26,3,21,Documentation
8,4,1.8,69,2,1,Firmware
3,3,3.6,54,2,13,Firmware
0,0,1.0,33,4,5,Documentation
1,4,7.2,59,5,5,Performance
1,8,3.4,71,4,18,Software
0,8,3.5,155,4,13,Software
0,10,2.9,89,1,22,Software
6,2,3.5,41,2,23,Firmware
4,5,7.2,68,3,11,Security
1,5,8.1,60,3,6,Security
2,8,9.2,68,2,9,Security
1,7,7.4,61,1,2,Security
10,0,3.4,65,5,2,Hardware
2,10,3.6,145,4,10,Software
8,1,4.1,46,3,10,Hardware
0,11,2.4,95,5,19,Software
2,12,2.3,33,4,2,Software
2,8,3.1,56,2,8,Software
8,0,2.5,57,2,12,Hardware
1,5,4.4,110,2,1,Firmware
5,1,4.0,60,3,9,Firmware
4,0,7.1,131,4,10,Performance
0,6,1.0,122,1,14,Software
0,0,6.1,50,2,17,Performance
12,0,3.4,29,2,21,Hardware
1,10,7.7,35,5,21,Security
2,0,6.6,95,4,8,Performance
7,1,3.6,56,5,13,Hardware
4,6,5.6,64,4,22,Firmware
1,13,3.0,65,3,23,Software
4,7,9.1,30,3,7,Security
0,9,3.9,80,1,1,Software
5,4,5.5,21,2,18,Firmware
0,8,4.1,57,2,16,Software
1,9,1.0,120,2,21,Software
0,5,1.4,45,1,8,Software
0,6,4.2,92,1,23,Firmware
2,0,6.5,81,4,7,Performance
4,5,10.0,75,4,17,Security
10,0,2.9,45,4,12,Hardware
4,4,3.7,35,2,6,Firmware
2,4,3.0,79,3,22,Performance
5,5,3.1,34,5,8,Firmware
3,3,3.6,112,4,2,Performance
10,1,4.5,62,5,13,Hardware
6,5,4.8,86,1,20,Firmware
3,3,7.8,102,3,20,Performance
5,2,6.3,129,2,7,Performance
1,3,1.3,17,1,21,Documentation
0,1,1.7,44,5,6,Documentation
0,7,5.2,44,2,23,Software
1,8,2.5,103,1,1,Software
8,1,2.2,33,5,12,Hardware
1,9,3.9,119,1,3,Software
9,1,2.6,32,2,23,Hardware
3,1,4.6,14,5,19,Firmware
7,2,2.7,67,3,20,Hardware
0,9,3.9,40,5,6,Software
6,5,4.7,68,3,11,Firmware
2,1,3.4,53,1,2,Firmware
0,3,1.7,46,1,9,Documentation
0,2,1.0,15,3,11,Documentation
1,4,2.8,48,5,21,Software
0,9,2.0,107,5,1,Software
2,5,3.9,34,4,4,Firmware
6,2,3.5,43,5,8,Firmware
3,7,6.6,92,5,22,Performance
8,0,3.8,80,5,16,Hardware
1,6,6.6,59,3,2,Security
3,1,7.1,146,5,6,Performance
1,3,4.0,69,4,10,Firmware
5,2,3.4,37,5,13,Firmware
5,0,3.1,51,2,14,Hardware
1,5,3.2,126,5,17,Software
1,9,2.5,30,5,21,Software
0,2,1.2,41,3,6,Documentation
4,3,7.0,76,4,4,Performance
2,1,3.9,69,4,22,Firmware
8,0,4.2,39,1,19,Hardware
4,4,5.7,107,1,2,Firmware
11,0,1.9,13,3,13,Hardware
8,2,2.8,57,2,14,Hardware
3,8,4.5,158,2,3,Performance
7,0,3.3,29,4,6,Hardware
0,3,1.0,26,3,15,Documentation
9,0,2.2,13,3,10,Hardware
2,5,3.9,80,4,20,Software
4,2,4.3,77,5,12,Hardware
1,3,8.4,77,5,10,Security
1,5,2.2,72,3,19,Software
2,0,1.0,23,1,10,Documentation
7,0,3.3,68,1,18,Hardware
0,1,1.0,19,2,22,Documentation
0,2,1.0,37,5,4,Documentation
0,2,4.7,23,3,13,Firmware
2,0,1.5,27,3,10,Documentation
7,0,2.8,85,1,7,Hardware
6,5,3.2,73,5,12,Firmware
0,3,3.4,45,5,9,Firmware
6,1,2.0,18,2,22,Hardware
0,2,1.6,24,1,7,Documentation
8,3,1.7,82,2,1,Hardware
1,12,1.7,95,5,2,Software
0,2,1.0,23,3,8,Documentation
0,11,2.3,114,1,19,Software
1,7,2.9,62,1,17,Software
8,2,2.9,37,2,2,Hardware
0,11,1.1,81,4,16,Software
1,3,1.1,10,1,7,Documentation
5,4,6.6,180,3,23,Performance
8,2,3.5,0,5,2,Hardware
0,2,1.2,39,2,6,Documentation
1,0,7.4,53,1,22,Security
2,12,3.1,95,2,3,Software
0,2,1.1,36,5,21,Documentation
8,1,3.4,0,5,6,Hardware
1,3,9.0,63,5,7,Performance
0,7,3.2,90,2,6,Software
4,3,4.8,79,4,18,Performance
1,3,4.0,65,2,19,Firmware
